text,response
"...when the printer broke at work today, who do you think was asked to stand and manually feed the paper tray one sheet at a time? FML...University education, peer mediation//drug//suicide intervention training, International coordinating experience...I am a paper tray bahahahahaha! (Work until 1pm then class until 7:30pm)",agreeableness
"...when the printer broke at work today, who do you think was asked to stand and manually feed the paper tray one sheet at a time? FML...University education, peer mediation//drug//suicide intervention training, International coordinating experience...I am a paper tray bahahahahaha! (Work until 1pm then class until 7:30pm)",conscientiousness
"...when the printer broke at work today, who do you think was asked to stand and manually feed the paper tray one sheet at a time? FML...University education, peer mediation//drug//suicide intervention training, International coordinating experience...I am a paper tray bahahahahaha! (Work until 1pm then class until 7:30pm)",openess
is gone home for the day....,extraversion
is gone home for the day....,agreeableness
is gone home for the day....,conscientiousness
is gone home for the day....,openess
"getting off work at 6:00pm, WalMart then Harry Potter@9:40pm with the twinnies!!!!",extraversion
"getting off work at 6:00pm, WalMart then Harry Potter@9:40pm with the twinnies!!!!",agreeableness
"getting off work at 6:00pm, WalMart then Harry Potter@9:40pm with the twinnies!!!!",conscientiousness
"getting off work at 6:00pm, WalMart then Harry Potter@9:40pm with the twinnies!!!!",openess
getting ready for the storm to hit Cape Breton...shuttle tomorrow to Halifax (I hope),extraversion
getting ready for the storm to hit Cape Breton...shuttle tomorrow to Halifax (I hope),agreeableness
getting ready for the storm to hit Cape Breton...shuttle tomorrow to Halifax (I hope),conscientiousness
getting ready for the storm to hit Cape Breton...shuttle tomorrow to Halifax (I hope),openess
R.I.P Sergent *PROPNAME*...my thoughts and sympathy to your friends and family. You always made me laugh even when I wanted to cry...NS has lost a great soldier,extraversion
R.I.P Sergent *PROPNAME*...my thoughts and sympathy to your friends and family. You always made me laugh even when I wanted to cry...NS has lost a great soldier,agreeableness
R.I.P Sergent *PROPNAME*...my thoughts and sympathy to your friends and family. You always made me laugh even when I wanted to cry...NS has lost a great soldier,conscientiousness
R.I.P Sergent *PROPNAME*...my thoughts and sympathy to your friends and family. You always made me laugh even when I wanted to cry...NS has lost a great soldier,openess
...hopes that Canada sends some help to Port-Au-Prince Haiti today,extraversion
...hopes that Canada sends some help to Port-Au-Prince Haiti today,agreeableness
...hopes that Canada sends some help to Port-Au-Prince Haiti today,conscientiousness
...hopes that Canada sends some help to Port-Au-Prince Haiti today,openess
...gone to bed with *PROPNAME*' Red Dragon,extraversion
...gone to bed with *PROPNAME*' Red Dragon,agreeableness
...gone to bed with *PROPNAME*' Red Dragon,conscientiousness
...gone to bed with *PROPNAME*' Red Dragon,openess
...makin' supper then laundry and a little homework,extraversion
...makin' supper then laundry and a little homework,agreeableness
...makin' supper then laundry and a little homework,conscientiousness
...makin' supper then laundry and a little homework,openess
"...heading to the gym with *PROPNAME*, *PROPNAME* and my sista!!",extraversion
"...heading to the gym with *PROPNAME*, *PROPNAME* and my sista!!",agreeableness
"...heading to the gym with *PROPNAME*, *PROPNAME* and my sista!!",conscientiousness
"...heading to the gym with *PROPNAME*, *PROPNAME* and my sista!!",openess
the end of the summer business season is here...slow days of work ahead...facebook quiz time hahahaha. Well some of them are fun.,extraversion
the end of the summer business season is here...slow days of work ahead...facebook quiz time hahahaha. Well some of them are fun.,agreeableness
the end of the summer business season is here...slow days of work ahead...facebook quiz time hahahaha. Well some of them are fun.,conscientiousness
the end of the summer business season is here...slow days of work ahead...facebook quiz time hahahaha. Well some of them are fun.,openess
is wondering what hurricane Bill is going to be like...getting ready just in case :o),extraversion
is wondering what hurricane Bill is going to be like...getting ready just in case :o),agreeableness
is wondering what hurricane Bill is going to be like...getting ready just in case :o),conscientiousness
is wondering what hurricane Bill is going to be like...getting ready just in case :o),openess
"...work, class and gym tonight!",extraversion
"...work, class and gym tonight!",agreeableness
"...work, class and gym tonight!",conscientiousness
"...work, class and gym tonight!",openess
wants everyone to fill out the big five personality quiz I am sending out :o),extraversion
wants everyone to fill out the big five personality quiz I am sending out :o),agreeableness
wants everyone to fill out the big five personality quiz I am sending out :o),conscientiousness
wants everyone to fill out the big five personality quiz I am sending out :o),openess
"great time at the gym, thanks ladies and *PROPNAME*! To bed to sleep, to sleep to dream...",extraversion
"great time at the gym, thanks ladies and *PROPNAME*! To bed to sleep, to sleep to dream...",agreeableness
"great time at the gym, thanks ladies and *PROPNAME*! To bed to sleep, to sleep to dream...",conscientiousness
"great time at the gym, thanks ladies and *PROPNAME*! To bed to sleep, to sleep to dream...",openess
"is an atheist please respect my beliefs and stop sending me jesus, god and (insert other deity) crap. Thanks.",extraversion
"is an atheist please respect my beliefs and stop sending me jesus, god and (insert other deity) crap. Thanks.",agreeableness
"is an atheist please respect my beliefs and stop sending me jesus, god and (insert other deity) crap. Thanks.",conscientiousness
"is an atheist please respect my beliefs and stop sending me jesus, god and (insert other deity) crap. Thanks.",openess
"is working, working, working...",extraversion
"is working, working, working...",agreeableness
"is working, working, working...",conscientiousness
"is working, working, working...",openess
"classes, maybe a movie with the twinnies after classes",extraversion
"classes, maybe a movie with the twinnies after classes",agreeableness
"classes, maybe a movie with the twinnies after classes",conscientiousness
"classes, maybe a movie with the twinnies after classes",openess
...getting some readings done for class. Work and class demain.,extraversion
...getting some readings done for class. Work and class demain.,agreeableness
...getting some readings done for class. Work and class demain.,conscientiousness
...getting some readings done for class. Work and class demain.,openess
Is so far away from the people who care about her?feeling really sad//upset tonight.,extraversion
Is so far away from the people who care about her?feeling really sad//upset tonight.,agreeableness
Is so far away from the people who care about her?feeling really sad//upset tonight.,conscientiousness
Is so far away from the people who care about her?feeling really sad//upset tonight.,openess
yeah *PROPNAME* is home! Work until 6pm.,extraversion
yeah *PROPNAME* is home! Work until 6pm.,agreeableness
yeah *PROPNAME* is home! Work until 6pm.,conscientiousness
yeah *PROPNAME* is home! Work until 6pm.,openess
"?over the counter back pills make me sleepy, not good when I have classes all day :oS",extraversion
"?over the counter back pills make me sleepy, not good when I have classes all day :oS",agreeableness
"?over the counter back pills make me sleepy, not good when I have classes all day :oS",conscientiousness
"?over the counter back pills make me sleepy, not good when I have classes all day :oS",openess
"is home from work, lunch then classes until 7:30pm. Feeling so run-down?wish I could trade body?s or immune systems with someone. Might find out what is wrong with me soon! Waiting for another CT scan.",extraversion
"is home from work, lunch then classes until 7:30pm. Feeling so run-down?wish I could trade body?s or immune systems with someone. Might find out what is wrong with me soon! Waiting for another CT scan.",agreeableness
"is home from work, lunch then classes until 7:30pm. Feeling so run-down?wish I could trade body?s or immune systems with someone. Might find out what is wrong with me soon! Waiting for another CT scan.",conscientiousness
"is home from work, lunch then classes until 7:30pm. Feeling so run-down?wish I could trade body?s or immune systems with someone. Might find out what is wrong with me soon! Waiting for another CT scan.",openess
?back to work//school and feeling exhausted :oS Hope I am not getting sick!,extraversion
?back to work//school and feeling exhausted :oS Hope I am not getting sick!,agreeableness
?back to work//school and feeling exhausted :oS Hope I am not getting sick!,conscientiousness
?back to work//school and feeling exhausted :oS Hope I am not getting sick!,openess
"Was asked why our University has co-ed bathrooms by a lady from Texas today. When I replied because co-ed washrooms are inclusive for everyone, especially people who fall somewhere between our male//female definition...she replied ?Pufff that must be a Canadian thing?. Inclusion..a Canadian thing :o)",extraversion
"Was asked why our University has co-ed bathrooms by a lady from Texas today. When I replied because co-ed washrooms are inclusive for everyone, especially people who fall somewhere between our male//female definition...she replied ?Pufff that must be a Canadian thing?. Inclusion..a Canadian thing :o)",agreeableness
"Was asked why our University has co-ed bathrooms by a lady from Texas today. When I replied because co-ed washrooms are inclusive for everyone, especially people who fall somewhere between our male//female definition...she replied ?Pufff that must be a Canadian thing?. Inclusion..a Canadian thing :o)",conscientiousness
"Was asked why our University has co-ed bathrooms by a lady from Texas today. When I replied because co-ed washrooms are inclusive for everyone, especially people who fall somewhere between our male//female definition...she replied ?Pufff that must be a Canadian thing?. Inclusion..a Canadian thing :o)",openess
"...it?s winter, it?s spring, it?s winter, it?s spring, it?s winter?I am noticing a pattern with this weather.",extraversion
"...it?s winter, it?s spring, it?s winter, it?s spring, it?s winter?I am noticing a pattern with this weather.",agreeableness
"...it?s winter, it?s spring, it?s winter, it?s spring, it?s winter?I am noticing a pattern with this weather.",conscientiousness
"...it?s winter, it?s spring, it?s winter, it?s spring, it?s winter?I am noticing a pattern with this weather.",openess
"...it?s winter, it?s spring, it?s winter, it?s spring, it?s winter?I am noticing a patter with this weather.",extraversion
"...it?s winter, it?s spring, it?s winter, it?s spring, it?s winter?I am noticing a patter with this weather.",agreeableness
"...it?s winter, it?s spring, it?s winter, it?s spring, it?s winter?I am noticing a patter with this weather.",conscientiousness
"...it?s winter, it?s spring, it?s winter, it?s spring, it?s winter?I am noticing a patter with this weather.",openess
"...yeah it's FRIDAY! Class and then some homework :o) *PROPNAME*'s is a rotten, lame movie!",extraversion
"...yeah it's FRIDAY! Class and then some homework :o) *PROPNAME*'s is a rotten, lame movie!",agreeableness
"...yeah it's FRIDAY! Class and then some homework :o) *PROPNAME*'s is a rotten, lame movie!",conscientiousness
"...yeah it's FRIDAY! Class and then some homework :o) *PROPNAME*'s is a rotten, lame movie!",openess
"...off to work. Work part-time, class full-time, life? no time :oP",extraversion
"...off to work. Work part-time, class full-time, life? no time :oP",agreeableness
"...off to work. Work part-time, class full-time, life? no time :oP",conscientiousness
"...off to work. Work part-time, class full-time, life? no time :oP",openess
"It?s ""Doppelg?nger Week"" on Facebook. Change your profile pic to someone famous you've been told you resemble. And repost this",extraversion
"It?s ""Doppelg?nger Week"" on Facebook. Change your profile pic to someone famous you've been told you resemble. And repost this",agreeableness
"It?s ""Doppelg?nger Week"" on Facebook. Change your profile pic to someone famous you've been told you resemble. And repost this",conscientiousness
"It?s ""Doppelg?nger Week"" on Facebook. Change your profile pic to someone famous you've been told you resemble. And repost this",openess
is checking out *PROPNAME*'s challenges...I might try out a few. Nothing wrong with eating more raw veggies or going Vegan for a month :o),extraversion
is checking out *PROPNAME*'s challenges...I might try out a few. Nothing wrong with eating more raw veggies or going Vegan for a month :o),agreeableness
is checking out *PROPNAME*'s challenges...I might try out a few. Nothing wrong with eating more raw veggies or going Vegan for a month :o),conscientiousness
is checking out *PROPNAME*'s challenges...I might try out a few. Nothing wrong with eating more raw veggies or going Vegan for a month :o),openess
"...just keep swimming, studying.",extraversion
"...just keep swimming, studying.",agreeableness
"...just keep swimming, studying.",conscientiousness
"...just keep swimming, studying.",openess
busy and stressed out today!,extraversion
busy and stressed out today!,agreeableness
busy and stressed out today!,conscientiousness
busy and stressed out today!,openess
...surround yourself with people in your life who make all of the work//effort//time worth it.,extraversion
...surround yourself with people in your life who make all of the work//effort//time worth it.,agreeableness
...surround yourself with people in your life who make all of the work//effort//time worth it.,conscientiousness
...surround yourself with people in your life who make all of the work//effort//time worth it.,openess
"...loves *PROPNAME*'s ""What do you want from me?""",extraversion
"...loves *PROPNAME*'s ""What do you want from me?""",agreeableness
"...loves *PROPNAME*'s ""What do you want from me?""",conscientiousness
"...loves *PROPNAME*'s ""What do you want from me?""",openess
...is sooo excited that she bought one of *PROPNAME*'s rapure pies from Sobeys. Life is good :o) Olympics at 7 or 7:30pm tonight!,extraversion
...is sooo excited that she bought one of *PROPNAME*'s rapure pies from Sobeys. Life is good :o) Olympics at 7 or 7:30pm tonight!,agreeableness
...is sooo excited that she bought one of *PROPNAME*'s rapure pies from Sobeys. Life is good :o) Olympics at 7 or 7:30pm tonight!,conscientiousness
...is sooo excited that she bought one of *PROPNAME*'s rapure pies from Sobeys. Life is good :o) Olympics at 7 or 7:30pm tonight!,openess
"places to go, people to see, papers to write and homework to read. Having a productive day :o)",extraversion
"places to go, people to see, papers to write and homework to read. Having a productive day :o)",agreeableness
"places to go, people to see, papers to write and homework to read. Having a productive day :o)",conscientiousness
"places to go, people to see, papers to write and homework to read. Having a productive day :o)",openess
is facing a difficult two weeks.,stability
is facing a difficult two weeks.,openess
can't wait!,stability
can't wait!,openess
is happy.  Simple as that.,stability
is happy.  Simple as that.,openess
is back from the movies and just taking a breather.  How can life have changed so much in just a few months?,stability
is back from the movies and just taking a breather.  How can life have changed so much in just a few months?,openess
thinks gossips talk so much about other people's lives because they must not be too comfortable with their own.,stability
thinks gossips talk so much about other people's lives because they must not be too comfortable with their own.,openess
"is excited about this weekend!  Fun, yay!",stability
"is excited about this weekend!  Fun, yay!",openess
is not doing the chores that need doing. -_-,stability
is not doing the chores that need doing. -_-,openess
is in Indiana for the weekend! <3,stability
is in Indiana for the weekend! <3,openess
is with *PROPNAME*. <3,stability
is with *PROPNAME*. <3,openess
is back in Chicago (for now).,stability
is back in Chicago (for now).,openess
I saw you smiling at me... was it real or just my fantasy...,stability
I saw you smiling at me... was it real or just my fantasy...,openess
says hi.,stability
says hi.,openess
doesn't have time to worry or be nervous.,stability
doesn't have time to worry or be nervous.,openess
Being kicked in the pinky apparently really hurts... the next day.,stability
Being kicked in the pinky apparently really hurts... the next day.,openess
has lots to do until the 28th... so much for 100% fun summer.,stability
has lots to do until the 28th... so much for 100% fun summer.,openess
"is done with the final exam... and anxiously awaiting a weekend of fun!  Fireworks, anyone?",stability
"is done with the final exam... and anxiously awaiting a weekend of fun!  Fireworks, anyone?",openess
is going to Six Flags//Hurricane Harbor with *PROPNAME* tomorrow... then taking him on a bus tour of Chicago on Thursday! Yay! <3,stability
is going to Six Flags//Hurricane Harbor with *PROPNAME* tomorrow... then taking him on a bus tour of Chicago on Thursday! Yay! <3,openess
"Six Flags today, Dells tomorrow!",stability
"Six Flags today, Dells tomorrow!",openess
jest ca?kowicie zakochana.,stability
jest ca?kowicie zakochana.,openess
wants to crawl into bed already.,stability
wants to crawl into bed already.,openess
would be perfectly content if forever was here.,stability
would be perfectly content if forever was here.,openess
has miles to go before she sleeps.,stability
has miles to go before she sleeps.,openess
When all I want is something different and you couldn't give it to me... And all you do is lie to me.,stability
When all I want is something different and you couldn't give it to me... And all you do is lie to me.,openess
is going to Chicago for a couple of hours and then to Crivitz! :D,stability
is going to Chicago for a couple of hours and then to Crivitz! :D,openess
"is beginning her fall semester today... Public International Law, here I come. :)",stability
"is beginning her fall semester today... Public International Law, here I come. :)",openess
long day full of yays and mehs...,stability
long day full of yays and mehs...,openess
wants to see the season finale of True Blood already!,stability
wants to see the season finale of True Blood already!,openess
is watching Iron Jawed Angels.,stability
is watching Iron Jawed Angels.,openess
"is seeing Nine Inch Nails tonight... but more importantly, Tony.",stability
"is seeing Nine Inch Nails tonight... but more importantly, Tony.",openess
The last month of summer vacation has begun.,stability
The last month of summer vacation has begun.,openess
gets jittery from coffee.  Bring it on!  RAWR!,stability
gets jittery from coffee.  Bring it on!  RAWR!,openess
is still in Fort Wayne and is excited about Crivitz this weekend! :D,stability
is still in Fort Wayne and is excited about Crivitz this weekend! :D,openess
How long of an extension cord would I need to keep my phone plugged in at home and go to *PROPNAME*?,stability
How long of an extension cord would I need to keep my phone plugged in at home and go to *PROPNAME*?,openess
had a great time at Crivitz... and is already missing *PROPNAME*. <3,stability
had a great time at Crivitz... and is already missing *PROPNAME*. <3,openess
full week+ of Fort Wayne! :D,stability
full week+ of Fort Wayne! :D,openess
is packing.,stability
is packing.,openess
"already misses *PROPNAME*... but he's coming back, and we're going to go to Six Flags for real on Sunday!  And Wisconsin Dells! What a wonderful life.  MW <3 AH.",stability
"already misses *PROPNAME*... but he's coming back, and we're going to go to Six Flags for real on Sunday!  And Wisconsin Dells! What a wonderful life.  MW <3 AH.",openess
"getting out, getting out, not staying in the house...",stability
"getting out, getting out, not staying in the house...",openess
has miles to go before she sleeps.,stability
has miles to go before she sleeps.,openess
bruised her heel!,stability
bruised her heel!,openess
"is seeing *PROPNAME* tonight after class, and we're going to see Egypt Central in concert tomorrow!  (Only the start of a wonderful weekend!)",stability
"is seeing *PROPNAME* tonight after class, and we're going to see Egypt Central in concert tomorrow!  (Only the start of a wonderful weekend!)",openess
"and *PROPNAME* sitting in a tree, K-I-S-S-I-N-G... <3",stability
"and *PROPNAME* sitting in a tree, K-I-S-S-I-N-G... <3",openess
"had a great weekend with *PROPNAME*... dancing, sightseeing, and most, importantly, just being together. :)",stability
"had a great weekend with *PROPNAME*... dancing, sightseeing, and most, importantly, just being together. :)",openess
is going out with *PROPNAME* tonight. :),stability
is going out with *PROPNAME* tonight. :),openess
is reading *PROPNAME*'s Secret Life of Bees... and watching season 3 of Dexter.,stability
is reading *PROPNAME*'s Secret Life of Bees... and watching season 3 of Dexter.,openess
is happy!,stability
is happy!,openess
going out to Martini Park tonight with *PROPNAME*!,stability
going out to Martini Park tonight with *PROPNAME*!,openess
s computer works... exactly like it did when it came out of the box. GG reformatting (unwillingly).,stability
s computer works... exactly like it did when it came out of the box. GG reformatting (unwillingly).,openess
has renewed enthusiasm for life.  I can't wait to get started on all the things that need doing.,stability
has renewed enthusiasm for life.  I can't wait to get started on all the things that need doing.,openess
is so lucky to have him. <3,stability
is so lucky to have him. <3,openess
can't wait to see *PROPNAME*!,stability
can't wait to see *PROPNAME*!,openess
is in Fort Wayne for Labor Day weekend. :D,stability
is in Fort Wayne for Labor Day weekend. :D,openess
is seeing *PROPNAME* this weekend. :)  We're going to the Shedd Aquarium and doing other fun stuffs. <3,stability
is seeing *PROPNAME* this weekend. :)  We're going to the Shedd Aquarium and doing other fun stuffs. <3,openess
misses *PROPNAME*. I wish we could kick back and have a quiet evening tonight.,stability
misses *PROPNAME*. I wish we could kick back and have a quiet evening tonight.,openess
"wishes for more time to do homework... so much reading, so little time.",stability
"wishes for more time to do homework... so much reading, so little time.",openess
"needs inspiration to re-organize her space... and time.  Oh yes, time.",stability
"needs inspiration to re-organize her space... and time.  Oh yes, time.",openess
wishing it were Friday.,stability
wishing it were Friday.,openess
s heart is on its way back to Fort Wayne.,stability
s heart is on its way back to Fort Wayne.,openess
looks forward to forever with *PROPNAME*. <3,stability
looks forward to forever with *PROPNAME*. <3,openess
"is going to see *PROPNAME* tonight, yay!",stability
"is going to see *PROPNAME* tonight, yay!",openess
is 57% done with class today and just wants to go home and organize (and maybe find the USB cord to my phone so I get some new music on here).,stability
is 57% done with class today and just wants to go home and organize (and maybe find the USB cord to my phone so I get some new music on here).,openess
is going to get busy tonight... writing a paper. :(,stability
is going to get busy tonight... writing a paper. :(,openess
will be at her Women's Law class tonight - it's always a fun one!,stability
will be at her Women's Law class tonight - it's always a fun one!,openess
is excited about seeing *PROPNAME* tonight and going on the boat cruise!,stability
is excited about seeing *PROPNAME* tonight and going on the boat cruise!,openess
"and *PROPNAME* are getting married July 17, 2010!",stability
"and *PROPNAME* are getting married July 17, 2010!",openess
is with *PROPNAME*!,stability
is with *PROPNAME*!,openess
"misses having hobbies.  Geez, law school, suck the life out of me, why don't you?",stability
"misses having hobbies.  Geez, law school, suck the life out of me, why don't you?",openess
"is so tired... from train to home to train to school to train to home... all in one day. No more, please. //whimper",stability
"is so tired... from train to home to train to school to train to home... all in one day. No more, please. //whimper",openess
s throat hurts.  Please don't let me get sick this close to finals...,stability
s throat hurts.  Please don't let me get sick this close to finals...,openess
"When you've hidden an application in your news feed, is there anyway to bring it back?",stability
"When you've hidden an application in your news feed, is there anyway to bring it back?",openess
is angry at quizzes that post to your status!,stability
is angry at quizzes that post to your status!,openess
"is stressing about finals.  So much to do, so little time.  Luckily, I have the amazing prize of being with *PROPNAME* worry-free once all this work is done.",stability
"is stressing about finals.  So much to do, so little time.  Luckily, I have the amazing prize of being with *PROPNAME* worry-free once all this work is done.",openess
had a wonderful weekend with *PROPNAME* and his family! :),stability
had a wonderful weekend with *PROPNAME* and his family! :),openess
went to Riot Fest this weekend with *PROPNAME*!,stability
went to Riot Fest this weekend with *PROPNAME*!,openess
needs a job.,stability
needs a job.,openess
loves the holidays... but loves them more with a *PROPNAME*.,stability
loves the holidays... but loves them more with a *PROPNAME*.,openess
watched The Hours today... what a trip.,stability
watched The Hours today... what a trip.,openess
needs to cut back on Dragon Age.,stability
needs to cut back on Dragon Age.,openess
"is so excited about the future with *PROPNAME*... i.e., next weekend! Haha.",stability
"is so excited about the future with *PROPNAME*... i.e., next weekend! Haha.",openess
had fun tonight at Bottom Lounge!  Nice seeing everyone. :),stability
had fun tonight at Bottom Lounge!  Nice seeing everyone. :),openess
"is studying, doing laundry, studying, going shopping, studying, and cooking for *PROPNAME* tonight!  Yippee!",stability
"is studying, doing laundry, studying, going shopping, studying, and cooking for *PROPNAME* tonight!  Yippee!",openess
"Winter break, be here already!",stability
"Winter break, be here already!",openess
went to a bridal expo this weekend with *PROPNAME*.  We are so damn giddy about getting married.  Being sick has never been so good. ;),stability
went to a bridal expo this weekend with *PROPNAME*.  We are so damn giddy about getting married.  Being sick has never been so good. ;),openess
is cooking with *PROPNAME*!,stability
is cooking with *PROPNAME*!,openess
"thinks *PROPNAME*'s Family Law would be better with finger-food, music, strobe lights, and burlesque dancers... and no case briefing. :D",stability
"thinks *PROPNAME*'s Family Law would be better with finger-food, music, strobe lights, and burlesque dancers... and no case briefing. :D",openess
"is sick, but *PROPNAME* being here tonight will make it better.",stability
"is sick, but *PROPNAME* being here tonight will make it better.",openess
Done with Family Law!,stability
Done with Family Law!,openess
"wishes life weren't so gray-scale... There are things I fear that excite me, things I want that I'm not sure I want, things I'm doing that I wish I were not, things I should be doing that I dread, and things that I want to put off but can't wait to get over with.  WTH life, how about giving me 2+2 instead of [x^3-x^2]//[(x^2+9)^3dx]?",stability
"wishes life weren't so gray-scale... There are things I fear that excite me, things I want that I'm not sure I want, things I'm doing that I wish I were not, things I should be doing that I dread, and things that I want to put off but can't wait to get over with.  WTH life, how about giving me 2+2 instead of [x^3-x^2]//[(x^2+9)^3dx]?",openess
is studying with Lord of the Rings in the background.  The holidays are just not the holidays without Lord of the Rings for some reason.,stability
is studying with Lord of the Rings in the background.  The holidays are just not the holidays without Lord of the Rings for some reason.,openess
"is in for the day.  The snow is coming down steadily outside, and it's beautiful.  A little music, a little hot tea, and a little work can make this a decent day.  Any advice for clearing out a cluttered basement?",stability
"is in for the day.  The snow is coming down steadily outside, and it's beautiful.  A little music, a little hot tea, and a little work can make this a decent day.  Any advice for clearing out a cluttered basement?",openess
has *PROPNAME* in Chicago... for good. <3,stability
has *PROPNAME* in Chicago... for good. <3,openess
hopes everyone is spending their New Year like I am... with the person they love most. <3,stability
hopes everyone is spending their New Year like I am... with the person they love most. <3,openess
Merry Christmas to all!,stability
Merry Christmas to all!,openess
"2 down, 3 to go.",stability
"2 down, 3 to go.",openess
Food Network.,stability
Food Network.,openess
"dreading the Family Law exam tomorrow.  Last one, but ugh....",stability
"dreading the Family Law exam tomorrow.  Last one, but ugh....",openess
"was late for her first class this semester, forgot her locker # and combination, bought the wrong book for a class, missed the distribution times for the U-Pass, and loves *PROPNAME*.",stability
"was late for her first class this semester, forgot her locker # and combination, bought the wrong book for a class, missed the distribution times for the U-Pass, and loves *PROPNAME*.",openess
"Basement mostly cleared out, stew on the stove, dishes done... Now for the ache in my back and hands to disappear, and I'll be sittin' pretty.",stability
"Basement mostly cleared out, stew on the stove, dishes done... Now for the ache in my back and hands to disappear, and I'll be sittin' pretty.",openess
misses *PROPNAME* already.,stability
misses *PROPNAME* already.,openess
Anyone looking for a roommate in Lakeview or Lincoln Park? Any help appreciated... Thanks...,stability
Anyone looking for a roommate in Lakeview or Lincoln Park? Any help appreciated... Thanks...,openess
"is starting school on Monday... Con Law II, Trial Ad, Animal Law, Veteran's Advocacy, and Sexual Orientation Law... should be interesting.",stability
"is starting school on Monday... Con Law II, Trial Ad, Animal Law, Veteran's Advocacy, and Sexual Orientation Law... should be interesting.",openess
1 more exam... and finishing a take-home.  It's almost over.,stability
1 more exam... and finishing a take-home.  It's almost over.,openess
Conlaw 2 tonight.,stability
Conlaw 2 tonight.,openess
One that would have the fruit must climb the tree.,stability
One that would have the fruit must climb the tree.,openess
Lazy Sunday.,stability
Lazy Sunday.,openess
can't believe the new semester is starting so soon...,stability
can't believe the new semester is starting so soon...,openess
was late to class as usual... and misses *PROPNAME* (as usual).,stability
was late to class as usual... and misses *PROPNAME* (as usual).,openess
"Go to UrbanDictionary.com, type in your first name, copy//paste this as your status and the definition as your first comment... and GO!!",stability
"Go to UrbanDictionary.com, type in your first name, copy//paste this as your status and the definition as your first comment... and GO!!",openess
is so happy!  *PROPNAME* got a job today!!!,stability
is so happy!  *PROPNAME* got a job today!!!,openess
is making eggs and bacon before it's officially noon. ;),stability
is making eggs and bacon before it's officially noon. ;),openess
is in for another long day.,stability
is in for another long day.,openess
"had a great time at the Dekalb County Fair!  The concert was fun, the farm animals were cute, and *PROPNAME* was wonderful as always.",stability
"had a great time at the Dekalb County Fair!  The concert was fun, the farm animals were cute, and *PROPNAME* was wonderful as always.",openess
is celebratin' good times!,stability
is celebratin' good times!,openess
loves her Valentine. <3,stability
loves her Valentine. <3,openess
Now we are headed to *PROPNAME*'s to watch *PROPNAME* and Me again!,extraversion
Now we are headed to *PROPNAME*'s to watch *PROPNAME* and Me again!,openess
Off to the drive in to see Transformers and Star Trek!!!!!!!!!,extraversion
Off to the drive in to see Transformers and Star Trek!!!!!!!!!,openess
Still not smoking and my mood is improving.,extraversion
Still not smoking and my mood is improving.,openess
insomnia a man's best freind.,extraversion
insomnia a man's best freind.,openess
"is relaxing at home, and then going for a walk with *PROPNAME*.",extraversion
"is relaxing at home, and then going for a walk with *PROPNAME*.",openess
Has had a successful day selling jewelry.  Congrats to my wife for seliing a beautiful drawing!,extraversion
Has had a successful day selling jewelry.  Congrats to my wife for seliing a beautiful drawing!,openess
is tired after a long day.,extraversion
is tired after a long day.,openess
feeling that life is good.,extraversion
feeling that life is good.,openess
I will be getting a new tattoo in about 10 hours.,extraversion
I will be getting a new tattoo in about 10 hours.,openess
Still not smoking and feeling pretty good!  Hopefully the worst is over!,extraversion
Still not smoking and feeling pretty good!  Hopefully the worst is over!,openess
I've got cheap *PROPNAME* tickets!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Call 773-962-7899!!!!,extraversion
I've got cheap *PROPNAME* tickets!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Call 773-962-7899!!!!,openess
is wondering why *PROPNAME* is so popular?,extraversion
is wondering why *PROPNAME* is so popular?,openess
"Once again can't sleep, but too tired to do anything productive.",extraversion
"Once again can't sleep, but too tired to do anything productive.",openess
Gettin ready top head out to The Glenn Ellyn Art Fest!!!!!!!!!!!  Maybe I'll get to see Heavy The Fall!!,extraversion
Gettin ready top head out to The Glenn Ellyn Art Fest!!!!!!!!!!!  Maybe I'll get to see Heavy The Fall!!,openess
"FACEBOOK EXPERIMENT: if you are reading this, whether we do or don't speak often, please post a comment of your first memory of you and me. When finished, post this paragraph on your own status; you'll be surprised what people remember about you.",extraversion
"FACEBOOK EXPERIMENT: if you are reading this, whether we do or don't speak often, please post a comment of your first memory of you and me. When finished, post this paragraph on your own status; you'll be surprised what people remember about you.",openess
Enjoyed mini golf and dinner with *PROPNAME* and *PROPNAME* yesterday.,extraversion
Enjoyed mini golf and dinner with *PROPNAME* and *PROPNAME* yesterday.,openess
One month without a cigarette!!!!!!!!!!!!!!!!!!!!!!!!!!!!,extraversion
One month without a cigarette!!!!!!!!!!!!!!!!!!!!!!!!!!!!,openess
is looking forward to moving to DeKalb at the end of May!,extraversion
is looking forward to moving to DeKalb at the end of May!,openess
is sick and can't sleep. Waiting for my new phone to come later today.,extraversion
is sick and can't sleep. Waiting for my new phone to come later today.,openess
Still you feed us lies from the tablecloth.,extraversion
Still you feed us lies from the tablecloth.,openess
"is thinking about going to graduate school?  Not quite sure, just exploring the idea.  There is quite a bit to consider.",extraversion
"is thinking about going to graduate school?  Not quite sure, just exploring the idea.  There is quite a bit to consider.",openess
Why do they always send the poor?,extraversion
Why do they always send the poor?,openess
is having a dinner party with freinds.,extraversion
is having a dinner party with freinds.,openess
